term	valence	arousal	dominance
रीफिशमेंट	0.6670	0.5830	0.3330
रीफ्ट	-0.6320	-0.1220	-0.6920
रीफ्ररेशनरेशन	0.0000	0.5190	0.4760
रीफ्रेक्ट	0.3805	0.3585	0.3825
रीफ्रेक्टनेस	-0.1665	0.2915	0.0000
रीफ्रेक्टमेंट	0.0480	0.6250	0.5830
रीफ्रेक्टर	0.3316	0.1477	0.4222
रीफ्रेक्टरफेस	0.6670	0.6250	0.4580
रीफ्रेक्टरीाइजेशन	-0.6670	0.6670	1.0000
रीफ्रेक्टरेबल	0.6670	-0.0830	0.3330
रीफ्रेक्टरेशन	-0.9630	0.2220	-0.7780
रीफ्रेक्टिंग	0.4170	0.5930	0.3700
रीफ्रेक्टिक	-0.0610	0.0770	-0.0260
रीफ्रेक्टिकल	-0.3760	0.3800	0.0800
रीफ्रेक्टिकेशन	-0.7080	-0.3330	-0.7080
रीफ्रेक्टिशमेंट	0.6670	0.5710	0.5560
रीफ्रेक्टी	-0.0024	0.5288	0.2944
रीफ्रेक्टेक्टरी	0.0400	-0.2860	0.1760
रीफ्रेक्टेक्ट्ड	1.0000	-0.6670	0.5930
रीफ्रेक्टेबल	0.3335	-0.2965	0.1110
रीफ्रेक्टेशन	0.2350	-0.1820	0.0740
रीफ्रेक्टोफ	0.5930	-0.5710	0.0000
रीफ्रेक्टोरेट	0.2700	-0.2860	-0.0860
रीफ्रेक्टोरेशन	0.0000	-0.4440	0.2500
रीफ्रेक्ट्ड	-0.4447	-0.2223	-0.3607
रीफ्रेक्ट्सिट	0.0830	0.6250	0.5420
रीफ्रेम	0.5830	0.5830	0.5190
रीबाउंडर	0.6670	0.7500	0.4440
रीबिन्ड	0.0000	0.4760	0.0370
रीबिशName	0.3890	0.6670	0.3750
रीबॉब	0.0620	-0.1000	0.1860
रीबॉर	0.3600	-0.1640	0.0540
रीब्सिट	0.3060	0.2200	0.1340
रीब्सीय	0.6190	-0.6670	0.2380
रीमीिक्स	0.2660	0.1400	0.0680
रीमैपिंग	0.6670	0.6670	0.0480
रीयलेक्टर	-0.1420	-0.0580	0.1640
रीरूरूट	0.0800	0.1960	0.1960
रीरो	0.1250	0.6670	0.2960
रीलिंकर	-0.6250	-0.3750	-0.4440
रीविंग	1.0000	0.6300	0.6670
रीविस	0.0000	0.5560	0.5830
रीविसिव	0.2960	0.5240	0.6670
रीविसिवाइज़ेशन	0.6670	0.6250	0.4760
रीवुड	0.2080	-1.0000	-0.0740
रीवेंस	0.4480	-0.0380	0.3460
रीवेबल	0.5000	-0.0360	0.1040
रीवोके	-0.4980	0.3920	0.4740
रीवोचेबल	0.0000	-0.1110	-0.1670
रीवोसीमेंट्स	0.3330	-0.5190	0.0000
रीव्वेव	0.6670	0.6670	0.3330
रीसान्स	-0.3340	0.0580	-0.2800
रीसामेंटलमेंट	0.5060	0.6450	0.5900
रीसास्टिक्स	0.6670	0.7780	0.9580
रीसिवनेस	-0.6670	-1.0000	-0.8100
रीसीन्स	0.5930	0.6670	0.2080
रीसेंटेड	0.0620	-0.1040	0.0560
रीसेट	0.2270	0.3997	0.3743
रीसेट-	0.6670	-0.3330	0.5000
रीसेलर	0.0000	0.6110	0.5560
रीसोसोरिस	0.5930	0.4760	0.5930
रीस्केप	0.6670	0.6300	0.3750
रीस्टमेंटमेंटमेंट	0.1020	-0.0400	-0.1700
रीस्टान्स	0.0820	-0.1480	0.2580
रीस्टिस	0.8890	0.6670	0.4810
रीस्टेंट	0.0840	0.2660	0.3260
रीस्टोperu.	0.6250	0.6670	0.6250
रीस्टोरेशन	-0.7140	0.3340	-0.1140
रीस्ट्सरेशन्स	0.0740	0.9050	0.9580
रीस्थेक्ट	0.0420	-0.0960	0.3100
रुंटर	0.5420	0.0000	0.0000
रुक	-0.1080	-0.5870	-0.3205
रुका	-0.1201	0.1893	0.0885
रुजू	-0.5785	-0.4315	-0.6610
रुटर्मर	0.3330	0.1670	-0.2860
रुपये	-0.1263	0.1600	-0.0233
रूकें	-0.0866	-0.1780	0.0867
रूट	-0.3350	-0.3697	-0.4250
रूटर	0.5000	0.6670	-0.2500
रूटीर	0.2900	-0.0380	0.2100
रूप	0.0693	-0.0025	-0.0798
रूप-	-0.3820	-0.5695	-0.5125
रूपरेखा	-0.0200	-0.6540	-0.1500
रूपांतरण	0.2611	0.1854	0.2766
रूपांतरणकर्ता	0.1640	0.1640	0.4460
रूपांतरणता	0.6670	-0.6670	0.5190
रूपित	-0.1145	0.0155	0.0035
रूपेबल	0.6670	-0.5000	0.2000
रूबी-	-0.3330	-0.8750	0.0000
रूमानिकी	0.0420	0.0000	0.8890
रूमाल	-0.2500	-0.3180	-0.3350
रूमी	0.1253	-0.4263	0.0515
रूमीName	0.0000	0.6670	0.0000
रूलर	-0.1200	-0.2000	0.2620
रूलर्स	-0.3330	0.6670	0.0370
रूवा	-0.2080	0.4120	-0.0940
रूहीदार	-0.6670	-0.6110	-0.5930
रे	-0.0420	0.0900	-0.1170
रेंगनेवाले	-0.4160	0.2260	-0.4360
रेंडर	0.0820	-0.2100	-0.1040
रेंडरर	0.0000	0.5190	0.4170
रेंडरिंग	0.0620	-0.1320	0.3340
रेकर	0.6670	-0.9630	-0.6300
रेकेट	0.1460	0.3340	0.5280
रेकॉर्ड	0.3785	0.3705	-0.0260
रेक्लीय	-0.2915	0.2380	-0.3750
रेखांकित	-0.0400	-0.1760	0.0180
रेखीय	0.5000	-0.4170	0.0000
रेगिस्तान	-0.5603	-0.1905	-0.3947
रेगुलर	0.2080	0.4440	0.3750
रेगुलरिटी	-0.3335	-0.2500	-0.2710
रेगुलर्स	0.0000	0.6670	0.4810
रेग्युलर	0.0000	-0.8890	0.0000
रेजा	-0.6670	-0.3810	-0.9580
रेजिन	0.0000	0.0000	0.1850
रेट	-0.4950	-0.0400	0.1913
रेडिकल	0.0000	0.5840	0.6220
रेडिकलली	0.1040	0.4620	0.4300
रेडिकलाइज़	-0.6670	0.7500	0.6670
रेडिकलाइज़ेशन	-0.6670	0.6670	0.9170
रेडिकलाइड	0.0000	0.0000	0.0420
रेडिकलिक	-0.6670	0.0830	0.2220
रेडियन	0.0000	0.0000	0.0000
रेडियो	-0.0091	0.2047	0.1270
रेडियो-	-0.0783	0.3907	0.4320
रेडियोकारेन	0.0830	0.0000	0.1430
रेडियोकास्ट	0.0420	0.6670	0.4580
रेडियोकेडेलिक	0.0000	0.3890	0.5190
रेडियोग्राफ	0.1220	-0.0200	-0.0180
रेडियोग्राफर	0.5000	0.5830	0.5000
रेडियोग्राफी	-0.0620	0.2280	0.0860
रेडियोग्राम	0.0420	-0.0830	0.0000
रेडियोग्रो	0.0000	0.2380	0.2220
रेडियोटसेलग्राफ	0.0000	0.6670	0.4580
रेडियोटीजेली	0.0000	0.6670	0.2860
रेडियोपरेटर	0.6250	0.6670	0.4810
रेडियोफोन	0.0000	0.0000	0.3330
रेडियोबक	0.0000	0.1900	0.0000
रेडियोबिक	0.0000	0.0000	0.0000
रेडियोबेक्टर	0.0480	-0.3330	0.5240
रेडियोबॉइड	0.0000	0.6670	0.5420
रेडियोबॉब	0.0000	0.6670	0.4070
रेडियोमीटर	0.0000	0.0000	0.0830
रेडियोमेन	0.0000	0.6300	0.2590
रेडियोर	0.2920	0.6670	0.7040
रेडियोरिसोparaguay.	0.0000	-0.1110	0.7140
रेडियोलेफ़ॉफ़नीparaguay.	0.0560	0.6670	0.5420
रेडियोलॉग	-0.0820	-0.0800	0.1480
रेडियोलॉगर	-0.0200	-0.1540	0.2680
रेडियोस्फीति	0.0000	0.6670	0.2220
रेत	0.0108	-0.0162	-0.0516
रेत-	-0.0830	-0.2597	0.1945
रेतप	0.6670	0.2590	-0.6300
रेतपिर	0.1250	-0.9170	-0.1480
रेनड्रॉप	0.3330	-0.8330	-0.6250
रेपायथन	0.1250	0.6670	-0.5830
रेफररी	0.0560	-0.6670	0.1850
रेफररोक	0.0000	0.6670	0.5420
रेफरर्टर	0.0200	0.0820	-0.1340
रेफरल	-0.0620	-0.2400	-0.2640
रेफरिली	0.3330	-0.6670	0.2000
रेबेटी	0.5240	-0.6670	-0.6000
रेरॉनी	0.4170	-0.4070	-0.0420
रेलवे	0.2040	0.2070	0.1230
रेलवेर	0.0000	0.6670	0.6250
रेली	0.0840	-0.3260	-0.0880
रेले	0.4840	0.1020	-0.2080
रेलेकार	0.0000	-0.5830	0.0000
रेव	-0.0200	0.2740	-0.1600
रेवाट	0.0480	-0.6670	0.0370
रेवोल	-0.5710	0.6300	-0.6670
रेशम	0.5578	-0.4077	-0.2115
रेशमी	0.8750	-0.5710	-0.2380
रेसिपि	0.3960	-0.4580	-0.1700
रेसिपी	-0.4445	0.9075	0.6935
रेसिपेज	0.3330	-0.6670	0.0000
रेसीप-	0.2560	-0.0340	-0.2860
रेसॉप	0.0000	0.0000	-0.0370
रेस्ट	0.2029	-0.0746	-0.0774
रेस्टट	0.6670	0.6670	0.5710
रेस्टनेस	-0.6670	-0.9520	-0.5930
रेस्टमेंट	0.0000	-0.5830	0.3700
रेस्टाइड्स	0.3330	-0.5190	0.2080
रेस्टिट	-0.3120	-0.3080	-0.2500
रेस्टेंसेंस	0.5000	0.2740	0.4790
रेस्ट्ड	0.6670	-1.0000	-0.5240
रेस्ट्स	0.4380	0.1600	0.1580
रेस्बोस	0.0000	0.6250	0.4810
रेहर	0.5560	0.5830	0.2960
रेहरर	-0.1850	0.6000	0.4070
रैंक	-0.2190	0.1510	0.5195
रैप	0.0292	0.1468	-0.0384
रैपर	0.0061	0.4144	0.1137
रैपर्स	-0.4400	0.1300	0.1820
रैपली	0.6300	0.6670	0.2080
रैप्ड	0.2920	0.6670	-0.1850
रॉ	-0.5650	-0.2910	-0.3310
रॉr	-0.0860	0.2700	-0.1880
रॉक	0.2620	-0.7640	0.5330
रॉकबैंड	0.6670	1.0000	0.5710
रॉकर	0.2300	0.4080	0.2500
रॉकार	0.1040	-0.1020	0.0000
रॉकेट	0.0000	0.0000	0.2220
रॉटलर	0.2080	0.4440	0.1430
रॉड	-0.4680	0.3240	0.1920
रॉप	-0.4380	-0.0400	-0.2740
रॉबैक	0.0000	0.1900	0.3330
रॉब्लूद	-0.3810	0.0740	0.6670
रॉाउ	0.0000	0.0000	0.0480
रो	-0.5450	0.5060	-0.1540
रोंगटे	-0.3120	0.5820	0.1180
रोई	-0.8640	0.2300	-0.7680
रोक	-0.4450	0.1032	0.0180
रोकने	-0.3235	0.2215	0.2800
रोकनेवाला	-0.1670	-0.6670	0.7500
रोका	-0.1703	0.1673	0.2393
रोकें	-0.3401	0.1408	-0.1172
रोग	-0.2567	0.0068	0.0774
रोगकर्ता	-0.6670	0.4170	0.4580
रोगजनकता	-1.0000	0.5930	-0.5830
रोगाणु	-0.7300	0.0200	-0.2400
रोगाणुएँ	0.0620	-0.1420	-0.0800
रोगियों	-0.6670	0.6670	0.5420
रोगोकुण्ड	0.5920	0.4620	-0.0180
रोगोच	0.7140	-0.6670	-0.5560
रोग्रिशName	0.0830	0.6670	0.4170
रोच	-0.7080	0.1960	-0.4820
रोज़ी	-0.2080	-0.1920	0.0800
रोटी	0.3132	-0.3393	-0.0031
रोटी-	0.0000	-0.6670	0.0000
रोटी-बोर्ड	0.0000	0.0000	0.0000
रोटीबल	0.3330	-0.0370	-0.1670
रोटीर	-0.5300	-0.2080	-0.4920
रोटीलाइन	-0.6670	-0.5560	-0.9170
रोटीस्टिक्स	0.4810	-0.6300	-0.1250
रोटोन	0.0000	0.0000	0.0420
रोते	-0.7304	-0.0598	-0.8070
रोनार्न-	0.3330	-0.6300	0.0000
रोने	-0.3670	-0.3730	-0.2450
रोबोट	0.0330	-0.0630	0.3060
रोबोटाइज़	-0.0830	0.6670	0.3810
रोबोटिक	-0.1660	0.2040	0.3140
रोम	0.0973	-0.0807	-0.0327
रोमलियम	-0.3330	0.5420	-0.1850
रोमांच	0.8720	0.5840	0.8420
रोमांचक	0.9170	0.6753	0.5803
रोमांचर	-0.0200	0.5920	0.2900
रोमांटिक	0.7415	0.3645	0.3125
रोमांटिकाइज़	0.6190	0.6670	0.2590
रोमानियनवाद	0.7080	0.0420	0.1860
रोमेन	0.2300	-0.0500	0.2780
रोमोफ़ोरेट	0.6250	0.6670	0.5190
रोम्प	0.2200	0.2800	-0.1660
रोरेट	-0.3480	0.3800	-0.1560
रोल	-0.2500	0.6670	-0.3810
रोलआउट	-0.4820	0.0220	-0.2340
रोलर	0.0420	-0.2120	-0.3100
रोलरकोस्टर	0.6040	0.8200	0.3020
रोलरेनdom.	0.6300	1.0000	0.0370
रोलर्स	-0.0200	-0.2700	-0.3280
रोष	-0.6000	0.5180	0.0680
रोस्टर	0.0620	-0.3880	-0.2380
रौंदते	-0.9170	0.8670	-0.9170
रौंदें	-0.5300	0.5280	0.1240
रौशन	0.8360	-0.2160	0.5660
र्डसेट	0.2960	-0.5000	-0.1430
लंगड़ा	-0.6653	-0.5970	-0.6887
लंगड़ाता	-0.6670	-0.7080	-0.8750
लंगड़ापन	0.0000	-0.9815	-0.4445
लंबवत	0.4380	-0.0800	-0.0700
लंबवतता	0.6670	-0.4760	0.2960
लंबा	-0.0373	-0.0971	0.0058
लंबा-	0.0420	-0.4355	0.0820
लंबा-टर्म	0.1960	0.0160	-0.1400
लंबाई	0.0530	-0.3133	-0.0537
लंबाहोहोहो.	0.7500	1.0000	0.2590
लंबित	-0.1660	0.1300	0.0980
लंबी	0.0709	0.1906	0.2027
लंबी-	0.0000	0.0000	0.1480
लंबीहैण्ड	0.0000	0.6670	-0.2220
लकड़ी	-0.0006	-0.3312	-0.0393
लकड़ी-	0.5930	0.3330	0.0000
लकड़ीक	0.0273	-0.2837	-0.1557
लकड़ीकर	0.6670	0.5000	0.3750
लकड़ीका	0.2660	-0.2920	0.0840
लकड़ीटर	0.0000	0.6670	0.4580
लकड़ीदार	0.3335	-0.0480	-0.0055
लकड़ीपर	0.0000	0.9520	0.5710
लकीर	-0.0253	-0.0477	-0.0805
लक्षण	-0.0114	-0.3116	-0.1084
लक्षणिक	-0.6670	0.5190	-0.9260
लक्ष्य	0.1717	0.1207	0.4109
लक्ष्यकीपिंग	0.6670	0.7140	0.6190
लक्ष्यहीन	-0.6670	-1.0000	-0.4760
लगन	0.8670	1.0000	0.6670
लगभग	0.0550	-0.1106	0.0043
लगाए	-0.1560	0.2145	0.3220
लगातार	0.3202	0.0558	0.2853
लगाम	-0.1460	-0.2660	-0.2280
लघु	0.0480	-0.1330	-0.1670
लघुछवियाँ	0.0480	-0.2315	-0.1325
लघुरूप	1.0000	-0.5830	0.2220
लघुरूपता	0.0950	0.0000	0.0000
लछू	0.0000	-0.9580	-0.0830
लटकावर	-0.6240	0.1300	-0.4660
लट्ठा	0.1110	-0.5830	0.0370
लड़	-0.4160	0.7700	0.5660
लड़का	0.1880	-0.1540	0.0395
लड़काकोट	-0.7760	0.3800	0.0100
लड़कापन	0.4170	0.0000	-0.5190
लड़कािश	0.5315	0.2285	-0.1770
लड़कियों	0.3330	0.6300	-0.3700
लड़की	0.3776	-0.0100	-0.1888
लड़की-	0.2860	-0.2860	-0.0950
लड़कीिश	0.3435	0.1435	-0.5600
लड़कों	0.3330	0.5930	-0.0830
लड़खड़ाती	0.0000	1.0000	0.4000
लड़ते	-0.6670	0.9520	0.9170
लड़ाई	-0.3327	0.7049	0.5033
लड़ी	0.1460	-0.6495	-0.2700
लत	-0.5978	0.5275	-0.2125
लतपन	-0.6670	0.6670	-0.7780
लथियाँ	-0.7080	-0.3330	-0.6670
लपेट	0.2920	-0.0660	0.3160
लपेटे	-0.4440	0.0000	-0.2500
लपेटें	0.1880	-0.1180	-0.4500
लपेटें-बिट	-0.5940	-0.2400	0.1320
लपेटें-बिट्टेटन	-0.7080	-0.8750	-0.9580
लहर	0.3365	-0.3425	-0.0725
लहर-	0.0950	0.3330	0.0000
लहरें	0.1451	0.0514	-0.0258
लहरों	0.0000	0.0000	0.0000
लहसुन	-0.1700	-0.1770	-0.2230
ला	-0.0420	-0.2740	-0.0180
लांगल	-0.4580	0.0200	0.3040
लांच	-0.0367	0.0897	-0.0133
लांचनेस	-0.6190	-0.6190	-0.5190
लांचर	0.5105	0.7450	0.4930
लांची	-0.6670	-0.6670	-0.5420
लांटेनेशन	0.0000	0.0000	0.0000
लाइटस्विच	0.0000	0.5420	0.5560
लाइन	0.2700	-0.1460	0.2760
लाइन-	0.0000	-0.4070	0.2860
लाइनट	-0.2440	-0.0400	-0.0160
लाइनबैकर	-0.0200	0.3200	0.0860
लाइनर	-0.0620	-0.2080	-0.2000
लाइब्रेरी	0.5520	-0.7560	0.0980
लाइब्रेरीज़	-0.1040	-0.7340	-0.4920
लाइसेंस	0.2928	-0.4034	0.4760
लाउण्ड	0.1460	0.3120	0.0180
लाओन	-0.2080	-0.2700	-0.3660
लाक्षणिक	0.0610	-0.1650	0.2820
लाक्षणिकता	0.3700	-0.6670	0.1850
लागत	-0.0788	-0.3565	-0.2627
लागर	-0.3330	0.4810	0.3810
लागू	0.0334	-0.2644	0.1402
लाचारी	-1.0000	-0.3330	-0.8150
लाटानाparaguay.	0.4380	-0.1180	-0.2080
लाटेट	0.2300	-0.3600	-0.3780
लाठी	0.4900	-0.4520	0.2540
लानत	-0.7673	0.0443	-0.2910
लानतेबल	-1.0000	0.6300	0.7080
लाना	0.2700	-0.0800	-0.0760
लाने	0.0185	0.3125	-0.0950
लानोलिन	0.0950	-0.4760	0.0000
लापरवाह	-0.6374	0.3096	-0.5484
लापरवाहता	-0.4160	0.5260	-0.2400
लापरवाहपन	0.3540	-0.8955	-0.0555
लापरवाही	-0.5100	-0.0360	-0.3400
लाभ	0.8558	-0.0517	0.5902
लामरोusa.	0.0420	-0.0400	0.0340
लामा	0.1200	-0.3600	-0.2000
लाम्बिया	-0.4400	0.0780	0.2300
लायक	0.4415	-0.2725	0.6360
लाया	0.1040	-0.0160	-0.1720
लार	-0.2860	0.0985	-0.4305
लाररी	0.0000	-0.4670	0.0000
लारेटा	0.3330	0.5560	-0.0420
लाल	-0.0356	-0.0707	-0.0626
लाल-	-0.2777	0.6437	0.6390
लालक	-1.0000	0.0000	-0.5240
लालच	-0.3172	0.5942	0.1958
लालचयोग्य	0.9520	-0.4170	0.6250
लालची	-0.7085	0.4935	0.0870
लालटेननिक	0.0000	0.0000	0.3700
लालटेनेंसिक	0.3330	0.6670	0.0000
लालटोरेट	0.2040	-0.1120	-0.0200
लालडर	0.0000	0.0420	0.0000
लालफर्ट	0.6110	0.6670	0.4670
लालमछली	0.0000	0.0000	0.0000
लालयाक्टर	0.0000	0.5830	0.5190
लालरिक	0.3330	-0.0740	0.1250
लालवुड	0.1840	-0.3000	-0.1140
लालसा	-0.0477	0.2046	-0.0666
लालसा-	-0.6670	-0.9260	-0.8000
लालसार	0.7040	0.6670	0.5830
लालसाली	0.6670	0.5830	-0.3330
लिंक	0.1517	-0.4023	-0.0140
लिंक-	0.5000	0.0000	1.0000
लिंकगो	-0.1040	-0.2720	-0.1060
लिंकल	0.0200	-0.2440	-0.1960
लिंकित	0.2860	-0.4760	0.0000
लिंकीName	0.2500	-0.3240	-0.2900
लिंक्ड	-0.2240	-0.6540	-0.5720
लिंग	-0.4720	0.6300	-0.1540
लिखकर	-0.2303	0.4535	0.0236
लिखने	0.3816	0.0482	0.0946
लिखा	-0.1785	0.0285	-0.0665
लिखी	0.1053	-0.0593	-0.0627
लिखें	0.1433	-0.2520	-0.0587
लिचॉर्मॉइड	-0.3330	0.0000	0.0000
लिच्ड	-0.2080	-0.1760	-0.1500
लिच्यून	0.0480	0.5830	0.3700
लिता	-0.3120	-0.1420	-0.2860
लिपटे	0.0830	-0.6250	-0.3700
लिपिड	0.3810	-0.2000	-0.0830
लिफाफा	0.2080	-0.4500	-0.2460
लिफाफे	0.0508	-0.4113	-0.2563
लिफाफेकार	0.7500	0.7080	0.5420
लिफाफेल	0.6670	-0.6300	0.3330
लिफासा	-0.1240	-0.1600	-0.0180
लिफ्ट	0.1240	0.2080	0.3520
लिफ्टर	0.3165	0.5005	0.4215
लिबआईएसआईडी	0.0830	0.6670	0.9580
लिबआईएसडी	0.6670	-0.2380	-0.0420
लिबआईटीटो	0.2240	-0.3440	-0.1880
लिबआईडो	0.5400	0.2040	0.1420
लिबआईपीआई	-0.2080	0.0560	0.1120
लिबआरआईआरसी	0.2500	-0.7300	0.0180
लिबआरसी	0.7080	0.0000	0.3330
लिबर	1.0000	0.7080	1.0000
लिबिलेल	-0.7440	0.3880	-0.1940
लिब्रोला	0.4580	0.7080	0.2920
लिमिट	0.1660	0.0860	0.2800
लिमिट्ड	-0.6670	0.8890	-0.9630
लिम्बर्गी	-0.0200	-0.3460	0.1360
लियून	-0.2040	0.0200	-0.2200
लियोस्टिक्स	0.3060	-0.1420	-0.3880
लिवेड	-0.6670	-0.6670	-0.6670
लिहाज़	1.0000	-0.6670	0.0370
ली	0.5840	0.0580	0.6540
लीआ	0.4165	0.1480	-0.1420
लीआयरमेंट	-0.0200	-0.1800	0.0200
लीओ	-0.6670	0.5560	-0.3700
लीगली	-0.5710	-0.6670	0.4580
लीग्रेस	-0.3960	0.1380	0.2240
लीज्ड	-0.0180	-0.2535	-0.1495
लीटर	0.0930	-0.1113	0.1273
लीड	-0.3540	0.3140	-0.0900
लीडऑफ	0.6670	1.0000	0.5710
लीड्ड	-0.1220	0.2500	0.1900
लीनियर	-0.1114	-0.1983	-0.0734
लीनियराइज़ेशन	0.0000	0.5000	0.5190
लीपन	-0.6670	-0.9170	-0.5190
लीमा	0.0600	-0.4320	-0.2180
लीमाasia.	-0.4280	0.0720	0.0500
लीमोमाusa.	-0.5840	0.2900	-0.3400
लीये	0.0200	-0.4620	-0.4080
लीयोल	-0.1840	-0.0060	-0.0180
लीली	0.0200	-0.5000	-0.1140
लीस्टर	0.1220	-0.4900	-0.3220
लुकम्पी	-0.6240	-0.4160	-0.7320
लुकीName	-0.3700	-0.1250	-0.1110
लुकेटी	0.0000	0.0180	-0.3460
लुचपन	-0.4795	0.9010	0.1875
लुप्त	-0.2270	-0.0557	0.1650
लूट	-0.7190	0.5802	-0.0738
लूथर	0.0200	0.0000	0.2160
लूप	0.0320	-0.3140	-0.3660
लूप!	-0.1880	0.5100	-0.0180
लूपy	-0.1240	0.0400	-0.6100
ले	0.0489	0.0253	-0.0442
ले-	-0.0577	0.0433	-0.0270
लें	-0.0407	0.4057	0.1527
लेंगे	0.4380	-0.2540	0.5360
लेंस	-0.1600	-0.5100	-0.0560
लेकर	0.2240	-0.3040	0.0180
लेकिन	-0.1250	-0.1020	-0.0500
लेकिनलर	0.0790	-0.5300	-0.1240
लेख	0.1880	-0.4400	-0.0380
लेखक	0.3161	-0.3134	0.3502
लेखन	-0.2290	0.1215	0.3460
लेखा	0.1640	0.1420	0.4520
लेज़	0.6670	-0.9630	-0.6670
लेट	0.0015	-0.0860	-0.1760
लेटर	-0.0070	0.2915	0.6760
लेटर्ड	0.0200	-0.1420	-0.2180
लेटेक्स	-0.0420	-0.1740	-0.3500
लेटेन्से	0.0000	-0.6670	-0.4170
लेटेस्टयर	0.0000	0.0000	0.3330
लेटो	-0.5000	0.2460	-0.4640
लेटोटो	0.0840	-0.0600	-0.3520
लेट्ड	-0.0620	0.0000	0.3060
लेडल	0.1860	-0.1020	-0.4240
लेथियम	-0.1660	-0.3400	-0.1400
लेथिस्ट	0.1220	-0.3080	-0.0540
लेथॉइड	0.0380	-0.2440	0.0500
लेन	0.6385	0.0000	0.6040
लेन्स	-0.5200	0.2460	-0.2780
लेन्सेय	0.2860	-0.0670	0.6110
लेपिक	0.3120	0.0070	0.1025
लेबल	-0.1231	0.1235	0.1562
लेबलित	0.0200	-0.3600	-0.5560
लेम	-0.3340	-0.2420	-0.3540
लेमी	-0.3600	-0.3060	-0.1460
लेमेन्ट	0.1460	0.2103	0.4123
लेम्पल-	0.0000	-0.6670	0.0000
लेरिकी	-0.7620	-0.6250	-0.8670
लेरी	-0.3260	0.2800	-0.1800
लेर्मर	0.0000	0.6670	-0.9170
लेविस्ट	-1.0000	0.6670	0.1850
लेवेवेवेवे	0.1240	0.1540	0.1380
लेस	-0.3879	-0.6114	-0.5400
लेस-	-0.7080	-0.6670	-0.2080
लेसब	0.6670	0.0950	0.0830
लेसर	0.1110	0.2460	0.0473
लेसराइजेशन	0.4170	0.6670	0.7920
लेसरी	0.0000	-0.6670	-0.0370
लेस्फीति	-0.6670	1.0000	0.3330
लैंगिक	0.0965	-0.1042	-0.0078
लैंडjamaica.	0.1480	0.1020	-0.1400
लैंफिंग	-0.0620	-0.3020	-0.2460
लैच	-0.2100	-0.4740	-0.4240
लैचकी	-0.3330	-0.0370	-0.1850
लैपटॉप	0.4480	-0.4600	0.0380
लैम्पलाइज़ेशन	0.6670	0.4170	0.4580
लैम्पलेस	-0.6670	-0.6670	-0.7410
लैम्पेनusa.	-0.4560	0.6420	-0.0920
लॉक	-0.4560	0.1020	0.0690
लॉकर	-0.1220	-0.4000	-0.2140
लॉक्ड	-0.4400	-0.2180	-0.2660
लॉक्‌ल	0.3810	0.0560	0.0830
लॉग	0.0910	-0.4415	-0.1525
लॉग-	-0.1040	0.7710	0.5320
लॉगjam	-0.6670	0.4760	-0.6670
लॉगआउट	0.4720	-0.2160	-0.2640
लॉगबुक	0.0000	-0.5930	0.1900
लॉगबैक	0.0000	-0.2880	-0.2540
लॉगमेंट	0.0000	0.0000	0.5000
लॉगमेंट्स	0.2660	0.0000	0.4600
लॉगर	-0.1675	0.3945	0.0702
लॉगरातीName	0.3330	0.0000	0.0000
लॉगरिद्म	0.0400	-0.1220	0.1020
लॉगरिद्मिक	-0.0207	-0.3097	0.2820
लॉगिंग	0.0000	0.6670	0.2920
लॉगेटिकल	0.1110	0.6670	0.6300
लॉगेसियनName	0.0830	0.5190	0.4440
लॉग्ड	0.6670	0.7410	0.8330
लॉटरी	0.5420	0.4620	-0.0180
लॉल	-0.0200	-0.5800	-0.3560
लोअरकेस	0.0000	0.0000	-0.0830
लोकतंत्र	0.3600	0.0000	0.6800
लोकतांत्रिक	0.7185	0.2970	0.6645
लोकप्रिय	0.6632	0.3408	0.3850
लोकप्रियीकरण	0.5930	0.3330	0.6670
लोकेल	-0.1020	-0.2260	-0.2960
लोकोटाperu.	0.5930	-0.5560	0.1110
लोग	0.2670	-0.1670	-0.0680
लोगो	-0.1800	-0.2627	-0.1300
लोड	-0.1433	0.0275	-0.0562
लोडेड	-0.6670	-0.6190	-0.4580
लोथड़े	-0.4700	-0.1580	-0.3960
लोबान	0.6670	-1.0000	0.2080
लोबाम्बा	-0.2500	0.4040	-0.3780
लोभ	-0.7500	0.6670	-0.2860
लोभरहित	0.7620	-1.0000	-0.2960
लोभी	-0.6670	0.6670	-0.6190
लोमड़ी	0.3330	0.6190	0.6670
लोर-	-0.6670	-0.5000	-0.5240
लोवाजो	0.0000	-0.5830	-0.1480
लोहा	0.1444	0.2475	0.3412
लोहा-	-0.0260	-0.1750	0.4466
लोहालाला	0.1220	0.2960	0.3580
लोहू-	0.5710	-0.5830	0.4580
लोहे	-0.3215	0.2592	0.7335
लोहे-	0.4760	-0.6250	0.9260
लौंडी	-0.1880	-0.3520	-0.4000
लौकिकवाद	-0.2660	-0.1200	0.1180
लौट	0.2300	0.0400	-0.3220
लौटकर	-0.1480	0.6670	0.3750
लौटाता	0.3175	-0.3825	0.2785
लौटी	0.0000	0.6670	-0.1900
ल्यूएक्लियम	0.0000	0.0480	0.2590
ल्यूबो	0.3600	0.1040	-0.1060
व.)	-0.4047	-0.9507	-0.3813
वंश	0.2480	-0.1720	0.1850
वंशावली	0.2990	-0.2500	0.2840
वकील	0.0967	0.1363	0.5810
